name,state,Risk_Score,problem_statement,proof_of_capability,idea_clarity,differentiation,gtm_strategy,business_model,vagueness,credibility
So Cal Bracelets,failed,3.122622491464375,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Sugar Crystal Creations,failed,2.03109114196254,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Life's a Blur,successful,3.3384147164779456,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
ARK: Helena's Dossiers (Complete Island Series),successful,2.550751329501457,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Sky Nexus: An action-packed sci-fi pixel art adventure,failed,2.2730468847285,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Verboo: A language learning game,failed,3.559676064114586,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
A Book Adventure,failed,2.977923538007782,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
OutRunMe: Race Your Friends. Rule the Leaderboard.,failed,2.953503591929887,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
ART TEE'S - art to wear,failed,2.8146788665422107,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
BamBaids THE biodegradable band aids. Help Save our planet!,failed,4.461746878131299,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
The Last Son,failed,2.3256866407555075,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
My Mindset Matters,failed,4.2464087852247125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Leathercraft AI: Image-to-DIY kits,failed,3.3404819440487934,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
SBPC 3D Paper Heart : DIY Kit,failed,3.3115272102211115,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
jewelery / self-designed solid 925 sterling silver rings,failed,4.224297044541543,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Karadeshev: Beyond the Stars,failed,4.205273520971081,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
At The Earth's Core Mole Miniature Model Restoration,successful,2.953503591929887,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
AnthropocÃ¨ne,successful,1.785440693000112,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
EMPTY,successful,3.005793790914928,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Smart baby seat alarm clip set,failed,5.375357368721579,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Incredible mini walkie talkie! Need your support.,failed,7.041780146879589,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
BHÃDD Luxury Stainless Steel Apple Watch Bands,failed,4.039185653645787,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Make 100 J2 Smart Rings,failed,4.107319723063892,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
SBS MEDIA -NEW PRODUCTION & RECORD LABEL COMPANY,failed,5.601261563121618,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Nordvik - Affordable Luxurious Watches,failed,3.353922626338126,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Polishing Machine for our Memorial Rings,failed,1.7867979856589988,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Taller de fabricacion velas y jabones para personas mayores,failed,4.224297044541543,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Je veux crÃ©Ã© des terrarium autonome,failed,3.005793790914928,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
frowner.blog,failed,3.122622491464375,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Worldwide Wall Art,failed,2.5031040497801027,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
MIDINA - Expressive Linear MIDI Sequencer,failed,3.5054940680963353,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Make 100: Glass Mushroom Plant Buddies and Ladybugs,successful,1.7377734152172253,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Give your brick figures a new twist,successful,0.8994980298745914,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
â§ Whishes from the thunder â§ Enamel pins collection (pt.1),successful,1.8939334435617794,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
The New American Tarot Deck: Updated,successful,2.03109114196254,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Over the Bridge Arts - Artspot!,successful,1.9361945862082919,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GameNite: where virtual gatherings meet fun,failed,5.277446693258914,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Kiskos makes yarn,successful,2.550751329501457,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Oazis Art Car(t) - Israel's First,successful,2.8146788665422107,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Cool Photography Journey Around the World,failed,3.3317145744205376,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Cottonwood Camping and RV Park,failed,3.8699031385976914,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Cloak & dagger: Follow clues. Solve puzzles. Find the truth,failed,1.9361945862082919,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Soap of the month : November,successful,1.7728455369101948,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Wooden Phone Cradles,successful,1.6960321160356662,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Yudine's Animal Pins: Winter Series,successful,1.876683848330174,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
White Wanderer: A Climate Change Soundtrack,successful,4.1941462057969545,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Natural Dyed Organic Clothing for Kids,failed,4.206700318351066,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Your home,failed,1.9361945862082919,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
ã360Â°å¨å¤©çã©ã¤ãæ®å½±ãã§ãåæµ·éã®âå ´æã»ã²ã¨ã»ãã®âãæã¤é­åããä¸çä¸­ã®äººã¸å±ãããã§ãï¼,failed,5.33058372141917,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Treasure of the Northwest,failed,4.224297044541543,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
TripJourney : Crafting Music,failed,4.6382967362405,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Hubb Ø­Ø¨ (Love) Public Art Structure @ London Design Festival,successful,4.224297044541543,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Nanille Paris: Luxury brand for babies and kids!,failed,3.1226358928369278,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Marc Tew - An exploration of Cornwall,failed,2.08736255342872,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Heart of Toronto,failed,3.339562325894195,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Gotham City RP,failed,1.7969417144916289,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
The Pancaja-Dice tray and accesories for boardgames and RPGs,successful,3.3317145744205376,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
MiniDisc release for South Tower by Dominique CyprÃ¨s,failed,1.822956617913516,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
The Altar of Intentions (Burning Man 2017 - Camp AmaZONE),successful,3.495439556042327,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1930s Route 66- Real photos- Real travel speed- 24 DVDs,failed,3.1042516201623407,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Perpetuity | Palmyra,failed,5.346290702054912,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Keep Your Rental Cabin Booked With 3DCabinTours.com,failed,4.3887597727793946,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"""Look Alike"" Student Feature Film",successful,1.8939334435617794,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
BORROWED TIME - Bring This Film To A Cinema Near You!,successful,3.5742298270229247,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Give The Battle of Pussy Willow Creek a theatrical release!,successful,3.1226358928369278,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Team Stack Cup - The Game,failed,4.3887597727793946,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Reboot: Introducing EmberLaine Apothecary,successful,2.0730596380357724,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
USA Made Woven Baby Wrap Carrier,failed,3.3384147164779456,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Scopia. Death Should Be A Once In A Lifetime Experience,successful,2.977923538007782,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
We Just Want to Play,successful,1.8939334435617794,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Just Passing Through,successful,1.785440693000112,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Alternate Royale,failed,3.361297678800171,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Snarky Snowflakes - Seasonal stationery and sewing supplies,successful,1.822956617913516,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Ibrav D2 kitchen knives that cuts time in half,successful,3.3254599616156186,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Uwufi Plushie Friends,successful,1.8203033372298616,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"10,000 SUNS: Highway to Park Project",successful,3.361297678800171,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
A Sail on the Amali,failed,1.9789090963525025,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Spirited Women Designing Spirited Clothes for Spirited Girls,failed,4.3887597727793946,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Help Document Sleighton Farm School,failed,3.005793790914928,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Scerblunkal - The Frisbee Yard Game,failed,3.1286225699858727,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
A Dog's Life,successful,2.9265793329837955,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Pterygotus Sea Scorpion Plushie - a new Paleozoic Pal,successful,3.1042516201623407,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
BNHA Chibi Enamel Pins,successful,2.03109114196254,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Mathews Mazilla Time Capsule,successful,3.372686227868736,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Jingle Bells - Christmas {DARK ELECTRONIC VERSION},failed,3.6086325024836285,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
'Overthinking Everything' EP & Music Video's!,failed,5.383605457916502,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Cameron Carr, Photography, Framed Art",failed,3.3298265766826987,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Flight of Corvus- A LARP event in the Catoctin Mountains.,failed,3.0957770924875017,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Magic Trick Science Tutoring Package, Fool your fellow!",failed,3.339562325894195,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
The Final 4: Lets turn a great movie into an audio Xperience,successful,5.45756448924147,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Thorn & Moon Shop Opening,successful,3.005793790914928,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
âMagicaâ di Wolly,successful,2.953503591929887,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
WAYS to be Muslim,successful,2.977923538007782,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Earthtones: the Ixchel Song Garden,successful,4.186180559581006,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Mental Health Awareness T-shirts!,successful,1.8939334435617794,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
XX: His Story EP (Act 1 of 2),failed,2.953503591929887,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Renegade Records,failed,6.199497647965263,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Positivity through photography,failed,2.8146788665422107,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Sky Zone Aerials - Photos and Video's for all to enjoy!,failed,2.971607576361679,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Gorgeous Princess Cheetah Collection,failed,3.1226358928369278,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Daddy's Diner Game,failed,5.268031799641894,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
How do Sexless Angels Sing?  ~ a GOTHIC FAIRYTALE,successful,2.9265793329837955,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
World in Ruins: Survivor Factions,successful,2.3256866407555075,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Hard Enamel Pin's - Magic Ladies,successful,2.0730596380357724,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"David Walsh, Bowlmaker, Fine Wooden Bowls June 2021 #46",successful,1.7281068615639772,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
The Piano Raft Theatre,successful,5.829700973150188,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Wasteland Twinning Network: Online Hub Relaunch,successful,2.942096574363106,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"""COMMON GROUND"" A project about connecting things",successful,3.559676064114586,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
A Year of The Ripples Project - Art Show and Celebration,successful,1.824609557325556,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Bringing a new sense of island song to the world /æ°æè¦ã®å³¶åãä¸çã¸,failed,5.748981927949401,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
High-quality pictures to decorate your home or office,failed,2.4799506958590856,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Dry And Cool Baby Wear,failed,4.914358959495829,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Pyke â Sunglasses for babies,failed,3.5054940680963353,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
MR. & MRS. PALOOZA PARTY BALL: Drinking Party Game,failed,4.812122338081807,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Fraternitas,successful,2.9592815445476726,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Shakespeare's Ladies scented candles,successful,1.7065274327662738,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
The New York Fabric Convenience Store-An Art Installation,successful,4.446488966370447,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"ART CALENDAR: ""IN HER EYES: DEEP WINTER IN SIBERIA""",failed,3.3298265766826987,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Paintbox Studio,failed,2.5031040497801027,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Chris Tunes - Virtual DJ Sets,failed,6.083939621908952,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Nampa Laser Tag!,failed,3.2650561508150444,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
OTTOeject System - Automation for your desktop 3D Printers!,successful,4.890712235849104,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Thursday's Speaker,successful,3.122622491464375,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Princess Portraits Enamel Fantasy Pins,successful,2.0372645768679796,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
The House Life Project,successful,3.3298265766826987,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"""Renascent Act. 1 REMIXES"" Various Artists Album",failed,3.4338935461145814,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Love Katana - Digital Isolation,failed,3.1257152525409584,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
My first EP record cutted on vinyl,failed,2.953503591929887,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Help me build my new audio-video production studio,failed,5.201911029157207,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Eve L Designer -7 years old,failed,2.0730596380357724,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
BACKWeARD Shirts Empower Youth with Meaningful Messages,failed,3.3384147164779456,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
MomsHood - Online Kids Clothes Swap Service,failed,2.9842053618528497,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Egress,failed,3.3115272102211115,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
SHE'S LOST CONTROL by Anja Marquardt,successful,4.293766740411765,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
NEIGHBORS - Not your Daddy's mid-life-crisis movie!,successful,3.3538731447414607,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Peter and the Colossus,successful,3.1042516201623407,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
CanFur Round 3,successful,3.3115272102211115,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
All-Gender-Restroom Sticker: a Call to Arms,successful,2.8146788665422107,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"""a collaboration of strangers, part IIâthe west coast""",successful,3.3317145744205376,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Ancient Greek Origins (AGO),failed,4.034561771498341,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GOGO Music 20th anniversary vinyl collection,failed,5.829700973150188,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
BIB-N-MITTS!!! A bib that will clean up for you!!!,failed,4.610511677324159,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Can I Get A Witness Protection?,successful,4.224297044541543,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
BIG chair (II),successful,1.7281068615639772,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Kids Skatepark | Ukraine,successful,3.4953764210375127,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
The Seven Islands,failed,2.9592815445476726,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
BYTECORE - VR PROJECT,failed,4.119100427067146,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Words and Verses: a Biblical Music Project,failed,4.986019021534496,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Wave: Empathy Technology via Blockchain Photography,failed,4.485578231759534,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Cooler Shoot Cooler and Game v 2.0,failed,5.130940678814609,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Genshin Impact Acrylic Charms,successful,1.9361945862082919,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Chinese Folktales Inspired Enamel Pins,successful,1.7897469130958055,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Just Dying to Dye Some Yarn!!,successful,3.3909281114277623,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
From Hemsbach to Gambia by Car,successful,2.953503591929887,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Blackburn Alternative School Mural Project!,successful,2.799997992655223,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Project Sex.Ed,successful,4.461746878131299,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Shirt+Zippers+Mittens=Warm and Happy Kids,failed,4.1941462057969545,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Puffs Magic Boots by The Leather Dragon Leather Works,failed,3.0483272098264633,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Dusk, A Gothic Fantasy LARP",failed,2.966745598804029,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Solve Who - On Location Crime Scene Puzzle Game for Groups,failed,3.3298265766826987,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
TITAN - Mouse of Might - Coloring Book,successful,1.6791616771752782,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Love MKE. Blow Up a Car.,successful,3.122622491464375,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Hotel Noir,successful,4.293766740411765,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Ireland from a Kite, a unique photographic book",failed,3.4029577946615417,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Eastern U.S. Road Trip,failed,2.977923538007782,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Achieving the Dream,failed,5.238739953710716,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Los Angeles public art project: Legal graffiti,successful,2.8160863650891987,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Little Artistas Mural Van,successful,3.559676064114586,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Starman Exhibition,successful,1.7377734152172253,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
keep the riverside geese flying,successful,1.9737730074484194,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Converting my room into a Studio Room,failed,5.452710073516682,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
9EN3TRIX,failed,5.717561737784238,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Stay at Home Mom creates Say Something Tees,failed,2.942096574363106,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
World of Wonders,failed,3.1226358928369278,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
SugarBabes Boutique,failed,2.977923538007782,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Coffee Pirate,failed,2.9842053618528497,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
My Exclusive Vision mini Bird Bag,successful,2.5031040497801027,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
KYBELE II | Organic Handmade Soap,successful,3.3317145744205376,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
La Rance vue d'un drone,failed,3.372686227868736,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
#PhillyTheBern Bernie Sanders Mural by Old Broads and Disto,successful,3.3298265766826987,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
theMINIclassy: A new HQ for high-end kid's fashion,failed,3.372686227868736,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Wild Flowers Apparel: Clothing For All Of The Wild Flowers,failed,3.3384147164779456,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Beltway Battle Axe, Indoor Axe Throwing at it's Finest!",failed,4.602890522683447,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Adelaide console gaming competition,failed,3.2650561508150444,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
AMISS Independent Feature Film Fundraiser,successful,2.942096574363106,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Expressway To Your Skull,successful,4.291390965730316,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Help ""View From Under the Microscope"" Travel the Globe!",successful,2.5031040497801027,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Jane Guerra Bench Project,successful,2.953503591929887,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Painting with Purpose V,successful,2.799997992655223,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Maya makes a swear jar,successful,1.6285731730320696,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Album2021,failed,4.590398641373349,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
This Is Powerstomp Volume 3,failed,5.752282964308999,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Make 100 - The Daisy Drop for Puppies,successful,1.6791616771752782,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
The One Month Planner,successful,1.6391591472894707,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Connectimals Plush interchangeable toy. On ABC's The Toy Box,failed,4.598324233861915,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Susu Lulu - perfect family game for you!,failed,3.3298265766826987,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
SkinsHive [Free CSGO Skins Site],failed,2.6640825225620857,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
A Side Of The World In Canvas,failed,2.848868479152139,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
NEW ORLEANS: Second Line Mural Project,successful,4.224297044541543,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"""Cloistered Honey"" (A romantic comedy) Completion Funds!",successful,2.942096574363106,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"""Need You"" Music Video",failed,2.9842053618528497,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
The future of Music Events.,failed,7.13053755279125,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Bold New Faces,failed,3.4953764210375127,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Make 100 - Colorful Felt Jellyfish and Enamel Pins,successful,1.6791616771752782,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
StrawBunnyCake Mascot Fluffy Bunny Plushies,successful,1.9789090963525025,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Diablo Luna - Pray for Me EP,failed,4.986019021534496,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Vampires In Virginia,successful,3.1286225699858727,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
The African Guest,successful,2.953503591929887,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GIRL MEETS BIKE - fiction feature film,successful,3.122622491464375,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
My Baby Tiger,failed,2.9592815445476726,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Another Friggin Candle Company,successful,2.9842053618528497,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Vintage VW Bug Road Trip Photographs,failed,3.325727078777457,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Summon Dragon Monsters: 3D Printable Can Holders - STL Files,successful,1.6791616771752782,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
The Infernal Collection,successful,1.6391591472894707,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Goggle Saverâ¢,failed,3.559676064114586,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
COACH OF THE YEAR - Production,successful,4.291390965730316,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
This Last Lonely Place - a feature film,successful,4.809338394842172,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"""I Filmed Your Death"" Feature Film",successful,3.122622491464375,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
THE GRANOFF PUBLIC MURAL PROJECT: |INFINITESPACE|,successful,3.122622491464375,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"""Fresh Flowers"" Sloth Valentines Day Cards",successful,1.7281068615639772,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Make/100: Fat Stitch,successful,1.9361945862082919,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
New Business Startup & a New Game Invention/Gamer's Pro Live,failed,4.5770254317544845,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
GUATE VIEW,failed,2.550751329501457,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Wish you were here: Polaroids from New York,failed,2.3256866407555075,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
Life on the Road: Photographing the American West,failed,3.3298265766826987,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
"Military vehicles of Early BUNDESWEHR (Germany, 1950-1975)",successful,1.7880939736837664,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
